name,username,image,date,desc
Bunda CNHYE,@Lembayung071,https://nitter.moomoo.me/pic/profile_images%2F1623607678240169984%2FKVT5bhLf_bigger.jpg,"Jan 6, 2024 Â· 10:09 PM UTC","Pagi Samsul...happy  Sunday Rahayu 
Persiapan nanti malam ..jgn lupa ID card nya ....
Semangat yuk untuk Prabowo-Gibran membangun Negri Salam âœŒï¸�âœŒï¸�ğŸ«°ğŸ«°ğŸ’™ğŸ’™ğŸ’™"
Felipe Santiago,@impulsivo777,https://nitter.moomoo.me/pic/profile_images%2F1721272609483227136%2FEBTY9ryS_bigger.png,"Jan 6, 2024 Â· 10:08 PM UTC","Ganjar Pranowo dan Mahfud MD, membawa visi yang lebih besar untuk Jakarta, dengan keharmonisan keluarga sebagai landasan

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
Hasim Raja,@HasimRa65361267,https://nitter.moomoo.me/pic/profile_images%2F1403923362036912129%2FvndkhPbh_bigger.jpg,"Jan 6, 2024 · 10:07 PM UTC","Melihat Ganjar Pranowo bersama srimulat membuat saya yakin bahwa politik bisa bersahabat

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
kontenislamcom,@posaktualcom,https://nitter.moomoo.me/pic/profile_images%2F1676888486337740805%2Flm1CxeNV_bigger.jpg,"Jan 6, 2024 · 10:06 PM UTC","Heboh Video Minyak Goreng Berlabel Prabowo-Gibran, Said Didu: Cara Berpolitik Kampungan!
 kontenislam.com/2024/01/hebo…
kontenislam.com/2024/01/hebo…"
Haley Hartness,@HartnessHaley,https://nitter.moomoo.me/pic/profile_images%2F1721340688174907392%2FKyfILA72_bigger.png,"Jan 6, 2024 · 10:06 PM UTC","Link Full di bawah 👇👇👇 mediafiree

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
Roninjawa,@roninjawa,https://nitter.moomoo.me/pic/profile_images%2F1743645796925628416%2F_xP1Ub3c_bigger.jpg,"Jan 6, 2024 · 10:05 PM UTC",Semoga Pasangan @prabowo  @gibran_tweet  menang sekali putaran tanggal 14 Februari nanti. Mari kita gelorakan ..
Rissa Fitrian,@rissaftrn,https://nitter.moomoo.me/pic/profile_images%2F1714256539190714368%2Fiz3LZ_L5_bigger.jpg,"Jan 6, 2024 · 10:05 PM UTC","Beruntunglah Prabowo memiliki Sandiaga, bukan si blunder king Ceper @prassugih 
@cakimiNOW Kalau AMIN #nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies 
x.com/marlina_idha/status/17…"
BeritaSatu,@Beritasatu,https://nitter.moomoo.me/pic/profile_images%2F1670400265743376385%2FnUdqmHBU_bigger.jpg,"Jan 6, 2024 · 10:05 PM UTC",Ridwan Kamil Optimistis Prabowo-Gibran Raup Suara 60 Persen di Jabar beritasatu.com/bersatu-kawal… #beritasatu #newsupdate #news
Mbah Mijan,@mbah_mijan,https://nitter.moomoo.me/pic/profile_images%2F1603504378551205889%2FZuhBsYre_bigger.jpg,"Jan 6, 2024 · 10:04 PM UTC","Mau bolak-balik koyo nggoreng telo, 2024 tetep jatahnya Prabowo.

#PrabowoGibran2024"
Gavin Wong,@gavin_k_wong,https://nitter.moomoo.me/pic/profile_images%2F1721296640215068673%2FLiyTPQYC_bigger.png,"Jan 6, 2024 · 10:01 PM UTC","AirinDatangLagi: Selalu ada cinta dari Rakyat utk     GanjarUntukSemua GanjarPresiden 

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
connor,@connor111902,https://nitter.moomoo.me/pic/profile_images%2F1721301886857367553%2FquqRMtTO_bigger.png,"Jan 6, 2024 Â· 9:56 PM UTC","Mahfud MD dan Ganjar Pranowo, pasangan yang menghadirkan keceriaan d politik

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
Nadia Nurul Azmi,@nadianurulazmii,https://nitter.moomoo.me/pic/profile_images%2F1654461058055278600%2FT_Ht7QQS_bigger.jpg,"Jan 6, 2024 · 9:53 PM UTC","AHY Sebut Masyarakat Aceh Banyak Titipkan Harapan ke Prabowo Subianto..
nc]

PDemokrat
AgusYudhoyono
Demokrat Bersama Rakyat"
Dan Vainavicz,@DanVainavicz,https://nitter.moomoo.me/pic/abs.twimg.com%2Fsticky%2Fdefault_profile_images%2Fdefault_profile_bigger.png,"Jan 6, 2024 · 9:52 PM UTC","WagimanDeep212_ mohmahfudmd  bawaslu_RI 

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
Charles,@chainblade33,https://nitter.moomoo.me/pic/profile_images%2F1721307833537544192%2FB9WnxH3__bigger.png,"Jan 6, 2024 · 9:47 PM UTC","LOVE_UM4M4    Tapi

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
Jessica biddle,@biddlejess07,https://nitter.moomoo.me/pic/profile_images%2F378800000333086071%2F004d1f72db2c03aab5e5d4a49e0262b2_bigger.jpeg,"Jan 6, 2024 · 9:46 PM UTC","menggemaskan oleh para netizen

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
Charles,@chainblade33,https://nitter.moomoo.me/pic/profile_images%2F1721307833537544192%2FB9WnxH3__bigger.png,"Jan 6, 2024 · 9:45 PM UTC","Kalu ini gimana pak 

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
Bettina Power,@BettinaPower,https://nitter.moomoo.me/pic/profile_images%2F1869175075%2Fimage_bigger.jpg,"Jan 6, 2024 · 9:44 PM UTC","Ganjar Pranowo, sosok yang menghadirkan kehangatan di tengah dinginnya dunia politik

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
Jessica biddle,@biddlejess07,https://nitter.moomoo.me/pic/profile_images%2F378800000333086071%2F004d1f72db2c03aab5e5d4a49e0262b2_bigger.jpeg,"Jan 6, 2024 · 9:42 PM UTC","irwanka5 KPK_RI  nazaqistsha  MeutiaPutrima 

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
Pray for Palestine,@Reivolusi,https://nitter.moomoo.me/pic/profile_images%2F1736143800177942528%2FsOpO_JyV_bigger.jpg,"Jan 6, 2024 · 9:40 PM UTC",Debat Capres Dengan Prabowo ‼️ Jokowi sampaikan tidak punya rekam Jejak Pelanggar HAM
Assu Padel Yatra05,@Assupadelyatra5,https://nitter.moomoo.me/pic/profile_images%2F1454098815607181316%2FxuJuqN9X_bigger.jpg,"Jan 6, 2024 · 9:39 PM UTC","Yulia_NS79: Tidak Cuma Gagasan, Pak     Ada Pengan dan Bukti karena 2 periode pimpin Jateng

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
Democrazy,@NegarakuApa,https://nitter.moomoo.me/pic/profile_images%2F724140639814742016%2FDoBAC_a2_bigger.jpg,"Jan 6, 2024 · 9:37 PM UTC",PDIP Sindir Prabowo Tambah Utang RI Rp 386 T Saat Harga Pangan Naik - Katadata.co.id dlvr.it/T12zVd #MenangSeputaran
waroe,@waroenggoling,https://nitter.moomoo.me/pic/profile_images%2F1741799611118051328%2FcjgPWykm_bigger.jpg,"Jan 6, 2024 · 9:34 PM UTC","Ngeri banget ini. 
Pengadaan Alutsista dipegang oleh sahabat karib Prabowo yg saat ini sbg menhan, dan anggaran naik 70T menjelang pemilu

Tercium bau amis disini"
Nalar Politik,@Nalar_Politik,https://nitter.moomoo.me/pic/profile_images%2F1728503675667247104%2FKYlCVuDa_bigger.jpg,"Jan 6, 2024 Â· 9:31 PM UTC",Wah @PartaiSocmed melakukan propaganda yg dilakukan pendukung Prabowo di 2014 & 2019 yg waktu itu dia lawan. ðŸ˜‚ #isuPKI
Alihaydar,@AliHaydarr12,https://nitter.moomoo.me/pic/profile_images%2F378800000554300415%2Fe82f3df25c99619530f25f1f1e50aa1b_bigger.jpeg,"Jan 6, 2024 Â· 9:31 PM UTC","Dukungan warga Jateng untuk Ganjar Pranowo semakin masif, karena mereka melihat bahwa politik bisa menjadi panggung kebahagiaan

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
alex arguelho,@alexarguelho,https://nitter.moomoo.me/pic/profile_images%2F1721294313437450240%2FEdBRBOP2_bigger.png,"Jan 6, 2024 Â· 9:30 PM UTC","ðŸ¤ŸÂ 

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
Amin subhan,@amnsubhan,https://nitter.moomoo.me/pic/profile_images%2F1314398558045401088%2FfZwiqTHT_bigger.jpg,"Jan 6, 2024 Â· 9:29 PM UTC","2012 : Pilih Jokowi-Ahok (Korban gusuran foke)  
2014 : GOLPUT (Dibohongi Jokowi)
2017 : GOLPUT (Dibohongi Ahok)
2019 : GOLPUT (Ya kali pilih Prabowo)
2022 : Mau pilih Anies,(Pilkada ditiadakan Jokowi)
2024 : Pilih AMIN (Jokowi dukung Prabowo ) #AsalBukanPrabowo"
Oktavianus Yahyaputra,@OktavianusYahy1,https://nitter.moomoo.me/pic/profile_images%2F1743877441641406464%2F4g_xvZul_bigger.jpg,"Jan 6, 2024 Â· 9:26 PM UTC",Love you pak @jokowi pak @prabowo ðŸ©µâœŒï¸�
Bang Ano,@TaryonoAno1,https://nitter.moomoo.me/pic/profile_images%2F1451910674737627145%2FvWhuDtwK_bigger.jpg,"Jan 6, 2024 Â· 9:26 PM UTC",Respons Pak Ganjar Pranowo Ketika Ditanya Tentang Makan Malam Pak Jokowi Dan Pak Prabowo..
Vinay Kumar,@VinayKu59979274,https://nitter.moomoo.me/pic/profile_images%2F1281645680725856256%2FEzip0-XB_bigger.jpg,"Jan 6, 2024 · 9:21 PM UTC","mas_veel  VinaakantiP dari foto ini mudah sekali dibuat Meme provokatif untuk     Lebih baik, promosikan gagasan dan ide paslon anda, daripada menghina paslon lain 

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
vinod thorat,@vinodth94883221,https://nitter.moomoo.me/pic/profile_images%2F1034103241573724161%2FaOYjHRB9_bigger.jpg,"Jan 6, 2024 · 9:21 PM UTC","Alhamdulillah

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
detikcom,@detikcom,https://nitter.moomoo.me/pic/profile_images%2F1683699442195779585%2FRiZF3LYN_bigger.jpg,"Jan 6, 2024 Â· 9:09 PM UTC",Laskar Prabowo 08 membagikan ribuan paket makanan 4 sehat 5 sempurna di Jakarta. Hal itu wujud realisasi program paslon Prabowo-Gibran untuk cegah stunting. news.detik.com/berita/d-7128â€¦
taryn,@tarynhennigan,https://nitter.moomoo.me/pic/profile_images%2F1718732543040847872%2FKJyyOAgF_bigger.png,"Jan 6, 2024 Â· 9:09 PM UTC","Ayo pak Kita menagkanÂ  1 putaran ðŸ‘�Â 

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
tanya seyfert,@tanyaseyfert,https://nitter.moomoo.me/pic/abs.twimg.com%2Fsticky%2Fdefault_profile_images%2Fdefault_profile_bigger.png,"Jan 6, 2024 Â· 9:09 PM UTC","DP 0 gagal total ndasmu awokawokawokÂ 

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
Malang Raya,@malangraya,https://nitter.moomoo.me/pic/profile_images%2F1730972131931074560%2FBNeGz-X2_bigger.jpg,"Jan 6, 2024 Â· 9:08 PM UTC","Survei LSN Terbaru: Suara Anies-Muhaimin Meningkat, Ganjar-Mahfud Tergerus, Prabowo-Gibran Masih Memimpin #elektabilitas #GanjarMahfud2024 
malangraya.pikiran-rakyat.coâ€¦"
taryn,@tarynhennigan,https://nitter.moomoo.me/pic/profile_images%2F1718732543040847872%2FKJyyOAgF_bigger.png,"Jan 6, 2024 · 9:06 PM UTC","Mar33Cj  Paltiwest mohmahfudmd Setuju

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
ttttt,@tapiajerry25,https://nitter.moomoo.me/pic/profile_images%2F1721307771851661312%2FD1ukxXxK_bigger.png,"Jan 6, 2024 · 9:06 PM UTC","Komisi Pemilihan Umum (KPU) RI telah menerima pendaftaran tiga bakal pasangan capres-cawapres, yakni   - Iskandar, Ganjar Pranowo-Mahfud MD, dan  Subianto- Rakabuming Raka

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
houseofNOINOI,@houseofNOINOI,https://nitter.moomoo.me/pic/profile_images%2F378800000151159573%2Fc013d4a0d4c486e2491e5c4681ade75a_bigger.jpeg,"Jan 6, 2024 · 9:05 PM UTC","Pak Ganjar Pranowo, semangat perjuanganmu adalah inspirasi bagi kita semua

 Ganjar Mahfud Hebat #L3bihbaik #3GM #GanjarMahfud2024 Kalau Prabowo Gibran"
Democrazy,@NegarakuApa,https://nitter.moomoo.me/pic/profile_images%2F724140639814742016%2FDoBAC_a2_bigger.jpg,"Jan 6, 2024 · 9:04 PM UTC",Status Menhan Disebut Untungkan Prabowo Hadapi Debat Capres 2024 - News Solopos.com dlvr.it/T12xXT #MenangSeputaran
slamet taufiq,@slamet2taufiq,https://nitter.moomoo.me/pic/profile_images%2F1721298786687881216%2F_uYyKP7j_bigger.png,"Jan 6, 2024 · 8:58 PM UTC","Pak     inilah salah satu realita di masyarakat

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
Sherri Earl,@sherriearl18,https://nitter.moomoo.me/pic/profile_images%2F434361000016748544%2Ftj5F9ZGa_bigger.jpeg,"Jan 6, 2024 · 8:55 PM UTC","007koteka mohmahfudmd Tapi janji tinggal janji dibibirmu

 Ganjar Mahfud Hebat #L3bihbaik #3GM#GanjarMahfud2024 Kalau Prabowo Gibran"
